k,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
9117,0.25,0.25,0,0.75,0.75,0,0.842,0.342,0.184,0.342,0.158,0.5,0.658,0.842,0.5,0.158,0.658,0.816
9118,0.25,0.25,0,0.75,0.75,0,0.848153092,0.348153092,0.196306185,0.348153092,0.151846908,0.5,0.651846908,0.848153092,0.5,0.151846908,0.651846908,0.803693815
9119,0.25,0.25,0,0.75,0.75,0,0.848153092,0.348153092,0.196306185,0.348153092,0.151846908,0.5,0.651846908,0.848153092,0.5,0.151846908,0.651846908,0.803693815
9120,0.25,0.25,0,0.75,0.75,0,0.848571585,0.348571585,0.197143169,0.348571585,0.151428415,0.5,0.651428415,0.848571585,0.5,0.151428415,0.651428415,0.802856831
9121,0.25,0.25,0,0.75,0.75,0,0.848044864,0.348044864,0.196089729,0.348044864,0.151955136,0.5,0.651955136,0.848044864,0.5,0.151955136,0.651955136,0.803910271
9122,0.25,0.25,0,0.75,0.75,0,0.842000292,0.342000292,0.184000584,0.342000292,0.157999708,0.5,0.657999708,0.842000292,0.5,0.157999708,0.657999708,0.815999416
9123,0.25,0.25,0,0.75,0.75,0,0.848044877,0.348044877,0.196089754,0.348044877,0.151955123,0.5,0.651955123,0.848044877,0.5,0.151955123,0.651955123,0.803910246
9124,0,0,0,0.375849032,0.375849032,0.375849032,0.872452904,0.375849032,0.375849032,0.375849032,0.872452904,0.375849032,0.75,0.75,0.75,0.375849032,0.375849032,0.872452904
9125,0,0,0,0.375,0.875,0.375,0.375,0.375,0.375,0.875,0.375,0.375,0.75,0.75,0.75,0.375,0.375,0.875
9126,0,0,0,0.87237176,0.37587608,0.37587608,0.37587608,0.87237176,0.37587608,0.37587608,0.37587608,0.37587608,0.75,0.75,0.75,0.37587608,0.37587608,0.87237176
9127,0,0,0,0.872371768,0.375876077,0.375876077,0.375876077,0.375876077,0.375876077,0.375876077,0.872371768,0.375876077,0.75,0.75,0.75,0.375876077,0.375876077,0.872371768
9128,0.5,0.5,0.5,0.75,0.75,0.75,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625
9129,0.5,0.5,0.5,0.75,0.75,0.75,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625
9130,0.5,0.5,0.5,0.75,0.75,0.75,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625
9131,0.5,0.5,0.5,0.75,0.75,0.75,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625
9132,0.5,0.5,0.5,0.75,0.75,0.75,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625
9133,0.5,0.5,0.5,0.75,0.75,0.75,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625
9134,0.5,0.5,0.5,0.75,0.75,0.75,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625
9135,0.5,0.5,0.5,0.75,0.75,0.75,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625
9136,0.666666667,0.333333333,0.29718521,0.333333333,0.666666667,0.79718521,0,0,0.493123391,0,0,0.993123391,0.333333333,0.666666667,0.225691466,0.666666667,0.333333333,0.725691466
9137,0.666666667,0.333333333,0.285,0.333333333,0.666666667,0.785,0,0,0,0,0,0.5,0.333333333,0.666666667,0.230999739,0.666666667,0.333333333,0.730999739
9138,0.666666667,0.333333333,0.29771094,0.333333333,0.666666667,0.79771094,0,0,0.493215277,0,0,0.993215277,0.333333333,0.666666667,0.225074066,0.666666667,0.333333333,0.725074066
9139,0.666666667,0.333333333,0.297710925,0.333333333,0.666666667,0.797710925,0,0,0.493215251,0,0,0.993215251,0.333333333,0.666666667,0.225074028,0.666666667,0.333333333,0.725074028
9140,0.666666667,0.333333333,0.300573829,0.333333333,0.666666667,0.800573829,0,0,0.498549477,0,0,0.998549477,0.333333333,0.666666667,0.22787696,0.666666667,0.333333333,0.72787696
9141,0.666666667,0.333333333,0.3,0.333333333,0.666666667,0.8,0,0,0,0,0,0.5,0.333333333,0.666666667,0.227000402,0.666666667,0.333333333,0.727000402
9142,0.666666667,0.333333333,0.303830055,0.333333333,0.666666667,0.803830055,0,0,0.496192564,0,0,0.996192564,0.333333333,0.666666667,0.226977942,0.666666667,0.333333333,0.726977942
9143,0.666666667,0.333333333,0.303830055,0.333333333,0.666666667,0.803830055,0,0,0.496192563,0,0,0.996192563,0.333333333,0.666666667,0.226977942,0.666666667,0.333333333,0.726977942
9144,0.666666667,0.333333333,0.310941713,0.333333333,0.666666667,0.810941713,0,0,0.000608306,0,0,0.500608306,0.333333333,0.666666667,0.231651033,0.666666667,0.333333333,0.731651033
9145,0.666666667,0.333333333,0.310600299,0.333333333,0.666666667,0.810600299,0,0,0,0,0,0.5,0.333333333,0.666666667,0.232599484,0.666666667,0.333333333,0.732599484
9146,0.666666667,0.333333333,0.31224018,0.333333333,0.666666667,0.81224018,0,0,0.000265869,0,0,0.500265869,0.333333333,0.666666667,0.230694426,0.666666667,0.333333333,0.730694426
9147,0.666666667,0.333333333,0.312240182,0.333333333,0.666666667,0.812240182,0,0,0.000265871,0,0,0.500265871,0.333333333,0.666666667,0.230694429,0.666666667,0.333333333,0.730694429
9148,0.835535099,0.335535099,0.171070199,0.335535099,0.164464901,0.5,0.664464901,0.835535099,0.5,0.164464901,0.664464901,0.828929801,0.25,0.25,0,0.75,0.75,0
9149,0.835500311,0.335500311,0.171000622,0.335500311,0.164499689,0.5,0.664499689,0.835500311,0.5,0.164499689,0.664499689,0.828999378,0.25,0.25,0,0.75,0.75,0
9150,0.836582844,0.336582844,0.173165687,0.336582844,0.163417156,0.5,0.663417156,0.836582844,0.5,0.163417156,0.663417156,0.826834313,0.25,0.25,0,0.75,0.75,0
9151,0.836582845,0.336582845,0.173165689,0.336582845,0.163417155,0.5,0.663417155,0.836582845,0.5,0.163417155,0.663417155,0.826834311,0.25,0.25,0,0.75,0.75,0
9152,0.381581703,0.381581703,0.381581703,0.618418297,0.618418297,0.618418297,0.199520622,0.199520622,0.199520622,0.800479378,0.800479378,0.800479378,0.116213184,0.116213184,0.116213184,0.883786816,0.883786816,0.883786816
9153,0.384046338,0.384046338,0.384046338,0.615953662,0.615953662,0.615953662,0.198986369,0.198986369,0.198986369,0.801013631,0.801013631,0.801013631,0.117442661,0.117442661,0.117442661,0.882557339,0.882557339,0.882557339
9154,0.385157165,0.385157165,0.385157165,0.614842835,0.614842835,0.614842835,0.198634214,0.198634214,0.198634214,0.801365786,0.801365786,0.801365786,0.118070953,0.118070953,0.118070953,0.881929047,0.881929047,0.881929047
9155,0.386000051,0.386000051,0.386000051,0.613999949,0.613999949,0.613999949,0.19799986,0.19799986,0.19799986,0.80200014,0.80200014,0.80200014,0.11799982,0.11799982,0.11799982,0.88200018,0.88200018,0.88200018
9156,0.386919672,0.386919672,0.386919672,0.613080328,0.613080328,0.613080328,0.198103161,0.198103161,0.198103161,0.801896839,0.801896839,0.801896839,0.118909685,0.118909685,0.118909685,0.881090315,0.881090315,0.881090315
9157,0.386919106,0.386919106,0.386919106,0.613080894,0.613080894,0.613080894,0.198103746,0.198103746,0.198103746,0.801896254,0.801896254,0.801896254,0.118909494,0.118909494,0.118909494,0.881090506,0.881090506,0.881090506
9158,0.381581703,0.381581703,0.381581703,0.618418297,0.618418297,0.618418297,0.199520622,0.199520622,0.199520622,0.800479378,0.800479378,0.800479378,0.116213184,0.116213184,0.116213184,0.883786816,0.883786816,0.883786816
9159,0.913345983,0.913345983,0,0.663345983,0.163345983,0.5,0.747644124,0.747644124,0,0.497644124,0.997644124,0.5,0.329408896,0.329408896,0,0.079408896,0.579408896,0.5
9160,0.916799806,0.916799806,0,0.666799806,0.166799806,0.5,0.750000347,0.750000347,0,0.500000347,0,0.5,0.323600305,0.323600305,0,0.073600305,0.573600305,0.5
9161,0.913345946,0.913345946,0,0.663345946,0.163345946,0.5,0.747644081,0.747644081,0,0.497644081,0.997644081,0.5,0.329408864,0.329408864,0,0.079408864,0.579408864,0.5
9162,0.913345946,0.913345946,0,0.663345946,0.163345946,0.5,0.747644081,0.747644081,0,0.497644081,0.997644081,0.5,0.329408864,0.329408864,0,0.079408864,0.579408864,0.5
9163,0.918945801,0.918945801,0,0.668945801,0.168945801,0.5,0.753673447,0.753673447,0,0.503673447,0.003673447,0.5,0.334979626,0.334979626,0,0.084979626,0.584979626,0.5
9164,0.917699954,0.917699954,0,0.667699954,0.167699954,0.5,0.750000343,0.750000343,0,0.500000343,0,0.5,0.339900117,0.339900117,0,0.089900117,0.589900117,0.5
9165,0.919076071,0.919076071,0,0.669076071,0.169076071,0.5,0.753635828,0.753635828,0,0.503635828,0.003635828,0.5,0.334886332,0.334886332,0,0.084886332,0.584886332,0.5
9166,0.919076081,0.919076081,0,0.669076081,0.169076081,0.5,0.753635838,0.753635838,0,0.503635838,0.003635838,0.5,0.334886342,0.334886342,0,0.084886342,0.584886342,0.5
9167,0.444647644,0.163247252,0.281400392,0.88184686,0.163247252,0.718599608,0.046108526,0.834788308,0.211320218,0.62346809,0.834788308,0.788679782,0.4690729,0.4690729,0,0.040355587,0.540355587,0.5
9168,0.445731396,0.163792629,0.281938767,0.881853861,0.163792629,0.718061233,0.046305538,0.83420171,0.212103828,0.622097882,0.83420171,0.787896172,0.469940001,0.469940001,0,0.039571478,0.539571478,0.5
9169,0.443500051,0.163900106,0.279599944,0.884300162,0.163900106,0.720400056,0.042299669,0.834299947,0.207999722,0.626300225,0.834299947,0.792000278,0.471899575,0.471899575,0,0.037199787,0.537199787,0.5
9170,0.445731365,0.163792618,0.281938747,0.881853871,0.163792618,0.718061253,0.046305536,0.834201689,0.212103848,0.622097841,0.834201689,0.787896152,0.46993997,0.46993997,0,0.039571476,0.539571476,0.5
9171,0.069817832,0.741195041,0.32862279,0.412572251,0.741195041,0.67137721,0.759359494,0.759359494,0,0.178833907,0.00651014,0.172323767,0.472229776,0.972229776,0.5,0.834186373,0.00651014,0.827676233
9172,0.926159218,0.752423219,0.173735999,0.578687219,0.752423219,0.826264001,0.237226896,0.737226896,0.5,0.982350045,0.982350045,0,0.340742548,0.00128868,0.339453868,0.661834813,0.00128868,0.660546132
9173,0.069628489,0.736761405,0.332867084,0.403894321,0.736761405,0.667132916,0.762377625,0.762377625,0,0.180325676,0.005596461,0.174729215,0.479907757,0.979907757,0.5,0.830867246,0.005596461,0.825270785
9174,0.069791216,0.736778108,0.333013107,0.403765001,0.736778108,0.666986893,0.762235524,0.762235524,0,0.179541097,0.005348891,0.174192206,0.480510141,0.980510141,0.5,0.831156685,0.005348891,0.825807794
9175,0.926999127,0.752999443,0.173999684,0.57899976,0.752999443,0.826000316,0.226999207,0.726999207,0.5,0,0,0,0.341999318,0.996999713,0.344999604,0.652000109,0.996999713,0.655000396
9176,0.069791222,0.736778099,0.333013123,0.403764976,0.736778099,0.666986877,0.762235516,0.762235516,0,0.179541112,0.005348874,0.174192237,0.48051014,0.98051014,0.5,0.831156637,0.005348874,0.825807763
9177,0.927,0.753,0.174,0.579,0.753,0.826,0.227,0.727,0.5,0,0,0,0.342,0.997,0.345,0.652,0.997,0.655
9178,0,0,0,0.5,0,0,0,0.5,0,0,0,0.5,0.5,0.5,0.26672759,0.5,0.5,0.73327241
9179,0,0,0,0.5,0,0,0,0.5,0,0,0,0.5,0.5,0.5,0.270900598,0.5,0.5,0.729099402
9180,0,0,0,0.5,0,0,0,0.5,0,0,0,0.5,0.5,0.5,0.266391234,0.5,0.5,0.733608766
9181,0,0,0,0.5,0,0,0,0.5,0,0,0,0.5,0.5,0.5,0.266391255,0.5,0.5,0.733608745
9182,0.5,0,0,0,0.5,0,0.5,0.5,0,0,0,0,0.666666667,0.333333333,0.5,0.333333333,0.666666667,0.5
9183,0.5,0,0,0,0.5,0,0.5,0.5,0,0,0,0,0.666666667,0.333333333,0.5,0.333333333,0.666666667,0.5
9184,0.5,0,0,0,0.5,0,0.5,0.5,0,0,0,0,0.666666667,0.333333333,0.5,0.333333333,0.666666667,0.5
9185,0.5,0,0,0,0.5,0,0.5,0.5,0,0,0,0,0.666666667,0.333333333,0.5,0.333333333,0.666666667,0.5
9186,0.096919222,0.903080778,0.25,0.903080778,0.096919222,0.75,0.74942414,0.25057586,0.25,0.433153651,0.566846349,0.25,0.566846349,0.433153651,0.75,0.25057586,0.74942414,0.75
9187,0.903086026,0.096913974,0.25,0.096913974,0.903086026,0.75,0.566848688,0.433151312,0.25,0.250575183,0.749424817,0.25,0.749424817,0.250575183,0.75,0.433151312,0.566848688,0.75
9188,0.097392519,0.902607481,0.25,0.902607481,0.097392519,0.75,0.749307252,0.250692748,0.25,0.434520036,0.565479964,0.25,0.565479964,0.434520036,0.75,0.250692748,0.749307252,0.75
9189,0.903099901,0.096900099,0.25,0.096900099,0.903099901,0.75,0.566699953,0.433300047,0.25,0.25060007,0.74939993,0.25,0.74939993,0.25060007,0.75,0.433300047,0.566699953,0.75
9190,0.097392507,0.902607493,0.25,0.902607493,0.097392507,0.75,0.74930726,0.25069274,0.25,0.434520034,0.565479966,0.25,0.565479966,0.434520034,0.75,0.25069274,0.74930726,0.75
9191,0.9031,0.0969,0.25,0.0969,0.9031,0.75,0.5667,0.4333,0.25,0.2506,0.7494,0.25,0.7494,0.2506,0.75,0.4333,0.5667,0.75
9192,0.375393759,0.873818723,0.375393759,0.375393759,0.375393759,0.375393759,0.873818723,0.375393759,0.375393759,0.375393759,0.375393759,0.873818723,0.75,0.75,0.75,0,0,0
9193,0.375379895,0.873860316,0.375379895,0.873860316,0.375379895,0.375379895,0.375379895,0.375379895,0.375379895,0.375379895,0.375379895,0.873860316,0.75,0.75,0.75,0,0,0
9194,0.371999445,0.371999445,0.371999445,0.884001666,0.371999445,0.371999445,0.371999445,0.884001666,0.371999445,0.371999445,0.371999445,0.884001666,0.75,0.75,0.75,0,0,0
9195,0.625380885,0.625380885,0.123857344,0.625380885,0.123857344,0.625380885,0.123857344,0.625380885,0.625380885,0.625380885,0.625380885,0.625380885,0,0,0,0.25,0.25,0.25
9196,0.625380885,0.625380885,0.123857346,0.123857346,0.625380885,0.625380885,0.625380885,0.625380885,0.625380885,0.625380885,0.123857346,0.625380885,0,0,0,0.25,0.25,0.25
9197,0.375393759,0.375393759,0.375393759,0.873818723,0.375393759,0.375393759,0.375393759,0.873818723,0.375393759,0.375393759,0.375393759,0.873818723,0.75,0.75,0.75,0,0,0
9198,0.5,0.5,0,0.5,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0.125249249,0.125249249,0.125249249,0.874750751,0.874750751,0.874750751
9199,0.5,0.5,0,0.5,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0.126400139,0.126400139,0.126400139,0.873599861,0.873599861,0.873599861
9200,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625,0.5,0.5,0.5,0.75,0.75,0.75
9201,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625,0.5,0.5,0.5,0.75,0.75,0.75
9202,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625,0.5,0.5,0.5,0.75,0.75,0.75
9203,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625,0.5,0.5,0.5,0.75,0.75,0.75
9204,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625,0.5,0.5,0.5,0.75,0.75,0.75
9205,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625,0.5,0.5,0.5,0.75,0.75,0.75
9206,0.749787356,0.749787356,0,0.499787356,0.999787356,0.5,0.336292247,0.336292247,0,0.086292247,0.586292247,0.5,0.167921704,0.167921704,0,0.917921704,0.417921704,0.5
9207,0.748700872,0.748700872,0,0.498700872,0.998700872,0.5,0.33743789,0.33743789,0,0.08743789,0.58743789,0.5,0.167862482,0.167862482,0,0.917862482,0.417862482,0.5
9208,0.748931922,0.748931922,0,0.498931922,0.998931922,0.5,0.337231401,0.337231401,0,0.087231401,0.587231401,0.5,0.167836148,0.167836148,0,0.917836148,0.417836148,0.5
9209,0.747318411,0.747318411,0,0.497318411,0.997318411,0.5,0.338627497,0.338627497,0,0.088627497,0.588627497,0.5,0.168055669,0.168055669,0,0.918055669,0.418055669,0.5
9210,0.75,0.75,0,0.5,0,0.5,0.33619986,0.33619986,0,0.08619986,0.58619986,0.5,0.167799912,0.167799912,0,0.917799912,0.417799912,0.5
9211,0.748700814,0.748700814,0,0.498700814,0.998700814,0.5,0.33743783,0.33743783,0,0.08743783,0.58743783,0.5,0.167862426,0.167862426,0,0.917862426,0.417862426,0.5
9212,0.749787356,0.749787356,0,0.499787356,0.999787356,0.5,0.336292247,0.336292247,0,0.086292247,0.586292247,0.5,0.167921704,0.167921704,0,0.917921704,0.417921704,0.5
9213,0.217778149,0.217778149,0,0.782221851,0.782221851,0,0.717778149,0.282221851,0.5,0.282221851,0.717778149,0.5,0.5,0.5,0,0,0,0.5
9214,0.209398739,0.209398739,0,0.790601261,0.790601261,0,0.709398739,0.290601261,0.5,0.290601261,0.709398739,0.5,0.5,0.5,0,0,0,0.5
9215,0.218420882,0.218420882,0,0.781579118,0.781579118,0,0.718420882,0.281579118,0.5,0.281579118,0.718420882,0.5,0.5,0.5,0,0,0,0.5
9216,0.218420928,0.218420928,0,0.781579072,0.781579072,0,0.718420928,0.281579072,0.5,0.281579072,0.718420928,0.5,0.5,0.5,0,0,0,0.5
9217,0,0,0,0.5,0.5,0,0,0.5,0.366400098,0.5,0,0.633599902,0.5,0,0.272199804,0,0.5,0.727800196
9218,0,0,0,0.5,0.5,0,0,0.5,0.366327432,0.5,0,0.633672568,0.5,0,0.270234101,0,0.5,0.729765899
9219,0,0,0,0.5,0.5,0,0.5,0,0.366771637,0,0.5,0.633228363,0,0.5,0.268930092,0.5,0,0.731069908
9220,0,0,0,0.5,0.5,0,0,0.5,0.366771622,0.5,0,0.633228378,0.5,0,0.268930082,0,0.5,0.731069918
9221,0,0,0,0.75,0.25,0.5,0.414758093,0.414758093,0,0.585241907,0.585241907,0,0.164758093,0.664758093,0.5,0.335241907,0.835241907,0.5
9222,0,0,0,0.75,0.25,0.5,0.414847949,0.414847949,0,0.585152051,0.585152051,0,0.164847949,0.664847949,0.5,0.335152051,0.835152051,0.5
9223,0,0,0,0.75,0.25,0.5,0.414900222,0.414900222,0,0.585099778,0.585099778,0,0.164900222,0.664900222,0.5,0.335099778,0.835099778,0.5
9224,0,0,0,0.75,0.25,0.5,0.41483563,0.41483563,0,0.58516437,0.58516437,0,0.16483563,0.66483563,0.5,0.33516437,0.83516437,0.5
9225,0,0,0,0.75,0.25,0.5,0.41483562,0.41483562,0,0.58516438,0.58516438,0,0.16483562,0.66483562,0.5,0.33516438,0.83516438,0.5
9226,0,0,0,0.75,0.25,0.5,0.414758,0.414758,0,0.585242,0.585242,0,0.164758,0.664758,0.5,0.335242,0.835242,0.5
9227,0.641186779,0.358813221,0.5,0.358813221,0.641186779,0.5,0.5,0.5,0,0.836981655,0.163018345,0.5,0.163018345,0.836981655,0.5,0,0,0
9228,0.644841094,0.355158906,0.5,0.355158906,0.644841094,0.5,0.5,0.5,0,0.842762031,0.157237969,0.5,0.157237969,0.842762031,0.5,0,0,0
9229,0.655599908,0.344400092,0.5,0.344400092,0.655599908,0.5,0.5,0.5,0,0.8556997,0.1443003,0.5,0.1443003,0.8556997,0.5,0,0,0
9230,0.644841083,0.355158917,0.5,0.355158917,0.644841083,0.5,0.5,0.5,0,0.842762006,0.157237994,0.5,0.157237994,0.842762006,0.5,0,0,0
9231,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625,0.5,0.5,0.5,0.75,0.75,0.75
9232,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625,0.5,0.5,0.5,0.75,0.75,0.75
9233,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625,0.5,0.5,0.5,0.75,0.75,0.75
9234,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625,0.5,0.5,0.5,0.75,0.75,0.75
9235,0.375,0.125,0.25,0.875,0.125,0.25,0.875,0.125,0.75,0.875,0.625,0.75,0.5,0.5,0,0.25,0.75,0.5
9236,0.375,0.125,0.25,0.875,0.125,0.25,0.875,0.125,0.75,0.875,0.625,0.75,0.5,0.5,0,0.25,0.75,0.5
9237,0.875,0.125,0.25,0.375,0.125,0.25,0.875,0.125,0.75,0.875,0.625,0.75,0.5,0.5,0,0.25,0.75,0.5
9238,0.375,0.125,0.25,0.875,0.125,0.25,0.875,0.125,0.75,0.875,0.625,0.75,0.5,0.5,0,0.25,0.75,0.5
9239,0,0,0,0.5,0,0,0.5,0,0.5,0.5,0.5,0.5,0.875496833,0.625496833,0.25,0.124503167,0.374503167,0.75
9240,0,0.5,0,0.5,0.5,0,0,0,0.5,0,0.5,0.5,0.374400121,0.124400121,0.25,0.625599879,0.875599879,0.75
9241,0.375,0.125,0.25,0.875,0.125,0.25,0.875,0.125,0.75,0.875,0.625,0.75,0.5,0.5,0,0.25,0.75,0.5
9242,0.375,0.125,0.25,0.875,0.125,0.25,0.875,0.125,0.75,0.875,0.625,0.75,0.5,0.5,0,0.25,0.75,0.5
9243,0.32449196,0.32449196,0,0.67550804,0.67550804,0,0.122354221,0.122354221,0,0.877645779,0.877645779,0,0.5,0,0.5,0,0.5,0.5
9244,0.330999741,0.330999741,0,0.669000259,0.669000259,0,0.14,0.14,0,0.86,0.86,0,0.5,0,0.5,0,0.5,0.5
9245,0.325531726,0.325531726,0,0.674468274,0.674468274,0,0.121087885,0.121087885,0,0.878912115,0.878912115,0,0.5,0,0.5,0,0.5,0.5
9246,0.325531716,0.325531716,0,0.674468284,0.674468284,0,0.121087871,0.121087871,0,0.878912129,0.878912129,0,0.5,0,0.5,0,0.5,0.5
9247,0.5,0,0.181927223,0,0.5,0.818072777,0,0,0,0.5,0.5,0,0,0.5,0.357995449,0.5,0,0.642004551
9248,0.5,0,0.170359171,0,0.5,0.829640829,0,0,0,0.5,0.5,0,0,0.5,0.350350531,0.5,0,0.649649469
9249,0.5,0,0.177790347,0,0.5,0.822209653,0,0,0,0.5,0.5,0,0,0.5,0.356664777,0.5,0,0.643335223
9250,0.5,0,0.17779039,0,0.5,0.82220961,0,0,0,0.5,0.5,0,0,0.5,0.356664759,0.5,0,0.643335241
9251,0.5,0.5,0,0,0,0.5,0.254245795,0.150124006,0,0.745754205,0.849875994,0,0.754245795,0.349875994,0.5,0.245754205,0.650124006,0.5
9252,0,0,0,0.5,0.5,0.5,0.272000093,0.298999421,0,0.727999907,0.701000579,0,0.772000093,0.201000579,0.5,0.227999907,0.798999421,0.5
9253,0.5,0,0,0,0.5,0.5,0.235258887,0.335393115,0,0.764741113,0.664606885,0,0.735258887,0.164606885,0.5,0.264741113,0.835393115,0.5
9254,0.5,0,0,0,0.5,0.5,0.235258864,0.335393085,0,0.764741136,0.664606915,0,0.735258864,0.164606915,0.5,0.264741136,0.835393085,0.5
9255,0.333333333,0.666666667,0.25,0.666666667,0.333333333,0.75,0.666666667,0.333333333,0.25,0.333333333,0.666666667,0.75,0,0,0,0,0,0.5
9256,0.333333333,0.666666667,0.25,0.666666667,0.333333333,0.75,0.666666667,0.333333333,0.25,0.333333333,0.666666667,0.75,0,0,0,0,0,0.5
9257,0.166658162,0.833341838,0.25,0.833341838,0.166658162,0.75,0.833333068,0.166666932,0.25,0.166666932,0.833333068,0.75,0.5,0.5,0,0.5,0.5,0.5
9258,0.666657907,0.333342093,0.25,0.333342093,0.666657907,0.75,0.333333324,0.666666676,0.25,0.666666676,0.333333324,0.75,0,0,0,0,0,0.5
9259,0,0,0.228208611,0,0,0.771791389,0.333333333,0.666666667,0.282288415,0.333333333,0.666666667,0.717711585,0.666666667,0.333333333,0,0.666666667,0.333333333,0.5
9260,0.666666667,0.333333333,0.283899495,0.666666667,0.333333333,0.716100505,0,0,0.214699292,0,0,0.785300708,0.333333333,0.666666667,0,0.333333333,0.666666667,0.5
9261,0.27195681,0.666667533,0.666667533,0.72804319,0.666667533,0.666667533,0.220822072,0.33334309,0.33334309,0.779177928,0.33334309,0.33334309,0,0,0,0.5,0,0
9262,0.271956822,0.666667482,0.666667482,0.728043178,0.666667482,0.666667482,0.220822086,0.333343034,0.333343034,0.779177914,0.333343034,0.333343034,0,0,0,0.5,0,0
9263,0.666666667,0.333333333,0.278757826,0.666666667,0.333333333,0.721242174,0,0,0.213842564,0,0,0.786157436,0.333333333,0.666666667,0,0.333333333,0.666666667,0.5
9264,0.666666667,0.333333333,0.286900044,0.666666667,0.333333333,0.713099956,0,0,0.216199762,0,0,0.783800238,0.333333333,0.666666667,0,0.333333333,0.666666667,0.5
9265,0.220413922,0.666665878,0.666665878,0.779586078,0.666665878,0.666665878,0.284789095,0.33333844,0.33333844,0.715210905,0.33333844,0.33333844,0,0,0,0.5,0,0
9266,0.220413922,0.66666594,0.66666594,0.779586078,0.66666594,0.66666594,0.284789096,0.333338492,0.333338492,0.715210904,0.333338492,0.333338492,0,0,0,0.5,0,0
9267,0.195245863,0.194832074,0,0.804754137,0.805167926,0,0.695245863,0.305167926,0.5,0.304754137,0.694832074,0.5,0.5,0.5,0,0,0,0.5
9268,0.305900595,0.306300847,0,0.694099405,0.693699153,0,0.805900595,0.193699153,0.5,0.194099405,0.806300847,0.5,0,0,0,0.5,0.5,0.5
9269,0.194453908,0.193996203,0,0.805546092,0.806003797,0,0.694453908,0.306003797,0.5,0.305546092,0.693996203,0.5,0.5,0.5,0,0,0,0.5
9270,0.194453931,0.193996229,0,0.805546069,0.806003771,0,0.694453931,0.306003771,0.5,0.305546069,0.693996229,0.5,0.5,0.5,0,0,0,0.5
9271,0.350822648,0.350822648,0,0.649177352,0.649177352,0,0.5,0.5,0,0.75,0.25,0.5,0.25,0.75,0.5,0,0,0
9272,0.350600442,0.350600442,0,0.649399558,0.649399558,0,0.5,0.5,0,0.75,0.25,0.5,0.25,0.75,0.5,0,0,0
9273,0.350462173,0.350462173,0,0.649537827,0.649537827,0,0.5,0.5,0,0.75,0.25,0.5,0.25,0.75,0.5,0,0,0
9274,0.350462204,0.350462204,0,0.649537796,0.649537796,0,0.5,0.5,0,0.75,0.25,0.5,0.25,0.75,0.5,0,0,0
9275,0.362443803,0.362443803,0,0.637556197,0.637556197,0,0.5,0.5,0,0,0,0,0.75,0.25,0.5,0.25,0.75,0.5
9276,0.36260013,0.36260013,0,0.63739987,0.63739987,0,0.5,0.5,0,0,0,0,0.75,0.25,0.5,0.25,0.75,0.5
9277,0.36215597,0.36215597,0,0.63784403,0.63784403,0,0.5,0.5,0,0,0,0,0.75,0.25,0.5,0.25,0.75,0.5
9278,0.362155944,0.362155944,0,0.637844056,0.637844056,0,0.5,0.5,0,0,0,0,0.75,0.25,0.5,0.25,0.75,0.5
9279,0,0,0,0.75,0.75,0.75,0.870386571,0.37653781,0.37653781,0.37653781,0.37653781,0.37653781,0.37653781,0.870386571,0.37653781,0.37653781,0.37653781,0.870386571
9280,0,0,0,0.75,0.75,0.75,0.873200258,0.375599914,0.375599914,0.375599914,0.375599914,0.375599914,0.375599914,0.873200258,0.375599914,0.375599914,0.375599914,0.873200258
