k,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
1715,0.299133966,0.299133966,0,0.700866034,0.700866034,0,0.799133966,0.200866034,0.5,0.200866034,0.799133966,0.5,0,0,0,0.5,0.5,0.5
1716,0.666666667,0.333333333,0.024453871,0,0,0.394233376,0,0,0.605766624,0.333333333,0.666666667,0.975546129,0.666666667,0.333333333,0.329124496,0.333333333,0.666666667,0.670875504
1717,0.791500794,0.5,0.193292727,0.291398135,0,0.307003875,0.708601865,0,0.692996125,0.208499206,0.5,0.806707273,0,0,0,0.5,0.5,0.5
1718,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625,0.5,0.5,0.5,0.75,0.75,0.75
1719,0.666666667,0.333333333,0.318000462,0.333333333,0.666666667,0.818000462,0.333333333,0.666666667,0.227900241,0.666666667,0.333333333,0.727900241,0,0,0,0,0,0.5
1720,0.941016902,0.058983098,0.25,0.250066147,0.749933853,0.25,0.749933853,0.250066147,0.75,0.058983098,0.941016902,0.75,0.60325483,0.39674517,0.25,0.39674517,0.60325483,0.75
1721,0.666666667,0.333333333,0,0.333333333,0.666666667,0,0.5,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0,0
1722,0.004005526,0.995994474,0.000143523,0.995994474,0.004005526,0.500143523,0.439355692,0.560644308,0.248377005,0.560644308,0.439355692,0.748377005,0.788161457,0.211838543,0.24847882,0.211838543,0.788161457,0.74847882
1723,0.384223708,0.340926283,0.043297425,0.797628858,0.340926283,0.456702575,0.202371142,0.659073717,0.543297425,0.615776292,0.659073717,0.956702575,0.193022006,0.943022006,0.25,0.806977994,0.056977994,0.75
1724,0.5,0,0.273135139,0,0.5,0.726864861,0,0,0,0.5,0.5,0,0,0.5,0.368363566,0.5,0,0.631636434
1725,0.666666667,0.333333333,0,0.333333333,0.666666667,0,0.5,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0,0
1726,0,0,0,0.5,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0.666666667,0.333333333,0,0.333333333,0.666666667,0
1727,0.5,0,0.143856461,0,0,0.5,0.5,0.5,0.5,0,0.5,0.856143539,0,0.5,0.216895858,0.5,0,0.783104142
1728,0.392951044,0,0,0,0.392951044,0,0.607048956,0.607048956,0,0,0,0,0.666666667,0.333333333,0.5,0.333333333,0.666666667,0.5
1729,0.666666667,0.333333333,0,0.333333333,0.666666667,0,0.5,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0,0
1730,0.5,0.5,0.5,0.75,0.75,0.75,0.125,0.125,0.125,0.125,0.625,0.125,0.625,0.125,0.125,0.125,0.125,0.625
1731,0.666666667,0.333333333,0,0.333333333,0.666666667,0,0.5,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0,0
1732,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625,0.5,0.5,0.5,0.75,0.75,0.75
1733,0.666666667,0.333333333,0.322900172,0.333333333,0.666666667,0.822900172,0.333333333,0.666666667,0.226413697,0.666666667,0.333333333,0.726413697,0,0,0.496885934,0,0,0.996885934
1734,0.788873679,0.212619745,0.365052394,0.211126321,0.787380255,0.634947606,0.376051306,0.508270975,0.243956245,0.623948694,0.491729025,0.756043755,0.917336964,0.738798787,0.096097765,0.082663036,0.261201213,0.903902235
1735,0,0.5,0.243416099,0.5,0,0.756583901,0,0,0,0.5,0.5,0,0.5,0,0.343038942,0,0.5,0.656961058
1736,0.333333333,0.666666667,0.047634069,0.666666667,0.333333333,0.547634069,0,0,0.246658346,0,0,0.746658346,0.333333333,0.666666667,0.452707791,0.666666667,0.333333333,0.952707791
1737,0.5,0,0.183571162,0,0.5,0.816428838,0,0,0,0.5,0.5,0,0,0.5,0.345551375,0.5,0,0.654448625
1738,0,0,0,0.5,0.5,0,0.5,0,0.369923875,0,0.5,0.630076125,0,0.5,0.265218399,0.5,0,0.734781601
1739,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625,0.5,0.5,0.5,0.75,0.75,0.75
1740,0.333333333,0.666666667,0.120756511,0.333333333,0.666666667,0.379243489,0.666666667,0.333333333,0.620756511,0.666666667,0.333333333,0.879243489,0,0,0.25,0,0,0.75
1741,0.333333333,0.666666667,0.25,0.666666667,0.333333333,0.75,0,0,0,0,0,0.5,0.666666667,0.333333333,0.25,0.333333333,0.666666667,0.75
1742,0.833455406,0.166544594,0.5,0.166544594,0.833455406,0.5,0.5,0.5,0.5,0,0,0,0.5,0,0,0,0.5,0
1743,0,0,0,0.5,0.5,0,0.5,0,0.33919613,0,0.5,0.66080387,0,0.5,0.154179541,0.5,0,0.845820459
1744,0.500008424,0.499991576,0.324777064,0.499991576,0.500008424,0.824777064,0.166648836,0.833351164,0.105971149,0.833351164,0.166648836,0.605971149,0.166637099,0.833362901,0.488251994,0.833362901,0.166637099,0.988251994
1745,0,0,0,0.666618443,0.333381557,0,0.333381557,0.666618443,0,0.5,0,0.5,0,0.5,0.5,0.5,0.5,0.5
1746,0.354389044,0.354389044,0,0.645610956,0.645610956,0,0.5,0.5,0,0,0,0,0.75,0.25,0.5,0.25,0.75,0.5
1747,0.54117924,0.45882076,0.25,0.45882076,0.54117924,0.75,0.840134667,0.159865333,0.25,0.159865333,0.840134667,0.75,0.629789754,0.370210246,0.25,0.370210246,0.629789754,0.75
1748,0.333333333,0.666666667,0.25,0.666666667,0.333333333,0.75,0.666666667,0.333333333,0.25,0.333333333,0.666666667,0.75,0,0,0,0,0,0.5
1749,0.333333333,0.666666667,0.25,0.666666667,0.333333333,0.75,0.666666667,0.333333333,0.25,0.333333333,0.666666667,0.75,0,0,0,0,0,0.5
1750,0.5,0.5,0.5,0,0,0,0.449043183,0.449043183,0.449043183,0.550956817,0.550956817,0.550956817,0.248102391,0.248102391,0.248102391,0.751897609,0.751897609,0.751897609
1751,0.25,0.25,0.25,0.875951951,0.875951951,0.372144146,0.875951951,0.372144146,0.875951951,0.372144146,0.875951951,0.875951951,0.875951951,0.875951951,0.875951951,0.5,0.5,0.5
1752,0.333333333,0.666666667,0.25,0.666666667,0.333333333,0.75,0,0,0,0,0,0.5,0.666666667,0.333333333,0.25,0.333333333,0.666666667,0.75
1753,0,0,0,0.515556977,0.325813878,0.189743098,0.86392922,0.674186122,0.189743098,0.5,0,0.5,0.13607078,0.325813878,0.810256902,0.484443023,0.674186122,0.810256902
1754,0.5,0.5,0.5,0.75,0.75,0.75,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625
1755,0.5,0.5,0.5,0.75,0.75,0.75,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625
1756,0,0,0,0.5,0.5,0.5,0.75,0.25,0.25,0.25,0.75,0.25,0.25,0.25,0.75,0.75,0.75,0.75
1757,0.25,0.25,0.25,0.87592927,0.87592927,0.372212191,0.87592927,0.372212191,0.87592927,0.372212191,0.87592927,0.87592927,0.87592927,0.87592927,0.87592927,0.5,0.5,0.5
1758,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625,0.5,0.5,0.5,0.75,0.75,0.75
1759,0.032336872,0.967663128,0.125610825,0.967663128,0.032336872,0.625610825,0.098031228,0.901968772,0.289901518,0.901968772,0.098031228,0.789901518,0.359596287,0.640403713,0.265488081,0.640403713,0.359596287,0.765488081
1760,0.333333333,0.666666667,0.222893472,0,0,0.308531706,0,0,0.691468294,0.333333333,0.666666667,0.777106528,0.666666667,0.333333333,0.5,0.666666667,0.333333333,0
1761,0.892618004,0.835701923,0.056916082,0.278785841,0.835701923,0.443083918,0.721214159,0.164298077,0.556916082,0.107381996,0.164298077,0.943083918,0.70188588,0.45188588,0.25,0.29811412,0.54811412,0.75
1762,0.5,0,0.270964547,0,0.5,0.729035453,0,0,0,0.5,0.5,0,0,0.5,0.371857855,0.5,0,0.628142145
1763,0.143577621,0.143577621,0.031527923,0.601027166,0.601027166,0.388036259,0.398972834,0.398972834,0.611963741,0.856422379,0.856422379,0.968472077,0.845667979,0.845667979,0.299176732,0.154332021,0.154332021,0.700823268
1764,0.333333333,0.666666667,0.25,0.666666667,0.333333333,0.75,0.666666667,0.333333333,0.25,0.333333333,0.666666667,0.75,0,0,0,0,0,0.5
1765,0.5,0,0.317899376,0,0.5,0.682100624,0,0,0,0.5,0.5,0,0,0.5,0.168496125,0.5,0,0.831503875
1766,0.124842685,0.625471944,0.124842685,0.124842685,0.124842685,0.124842685,0.625471944,0.124842685,0.124842685,0.124842685,0.124842685,0.625471944,0.5,0.5,0.5,0.75,0.75,0.75
1767,0.125,0.125,0.125,0.125,0.625,0.125,0.625,0.125,0.125,0.125,0.125,0.625,0.5,0.5,0.5,0.75,0.75,0.75
1768,0,0,0,0.5,0.5,0,0,0.5,0.375554002,0.5,0,0.624445998,0.5,0,0.262704904,0,0.5,0.737295096
1769,0,0,0,0.5,0.5,0,0.5,0,0.36058043,0,0.5,0.63941957,0,0.5,0.282059922,0.5,0,0.717940078
1770,0.079522119,0.420477881,0.079522119,0.170477881,0.829522119,0.170477881,0.420477881,0.079522119,0.420477881,0.829522119,0.170477881,0.829522119,0.5,0.5,0.5,0.75,0.75,0.75
1771,0.906659618,0.83891183,0.067747788,0.271164042,0.83891183,0.432252212,0.728835958,0.16108817,0.567747788,0.093340382,0.16108817,0.932252212,0.699672227,0.449672227,0.25,0.300327773,0.550327773,0.75
1772,0,0,0,0.5,0,0,0,0.5,0,0,0,0.5,0.5,0.5,0.266707339,0.5,0.5,0.733292661
1773,0.25,0.25,0,0.75,0.75,0,0.834735713,0.334735713,0.169471426,0.334735713,0.165264287,0.5,0.665264287,0.834735713,0.5,0.165264287,0.665264287,0.830528574
1774,0,0,0,0.666666667,0.333333333,0.25,0,0,0.5,0.333333333,0.666666667,0.75,0.333333333,0.666666667,0.25,0.666666667,0.333333333,0.75
1775,0,0,0,0.5,0.5,0,0.5,0,0.35722004,0,0.5,0.64277996,0,0.5,0.228947802,0.5,0,0.771052198
1776,0,0,0.5,0.5,0,0.5,0,0.5,0.5,0,0,0,0.5,0.5,0.237823829,0.5,0.5,0.762176171
1777,0.5,0.305515523,0.137650754,0.5,0.694484477,0.137650754,0,0.194484477,0.862349246,0,0.805515523,0.862349246,0,0,0.345865725,0.5,0.5,0.654134275
1778,0.021097909,0.75,0.076351881,0.978902091,0.25,0.923648119,0.171971903,0.75,0.230296744,0.828028097,0.25,0.769703256,0.677355628,0.25,0.289238651,0.322644372,0.75,0.710761349
1779,0.5,0.5,0,0,0,0.5,0.687359309,0.115352291,0,0.312640691,0.884647709,0,0.187359309,0.384647709,0.5,0.812640691,0.615352291,0.5
1780,0.5,0,0.240832374,0,0.5,0.240832374,0.5,0,0.759167626,0,0.5,0.759167626,0,0,0,0.5,0.5,0.5
1781,0.666666667,0.333333333,0,0.333333333,0.666666667,0,0.5,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0,0
1782,0.5,0.5,0.5,0.75,0.75,0.75,0.125,0.125,0.125,0.125,0.625,0.125,0.625,0.125,0.125,0.125,0.125,0.625
1783,0,0,0,0.666666667,0.333333333,0,0.333333333,0.666666667,0,0.5,0,0.5,0,0.5,0.5,0.5,0.5,0.5
1784,0,0,0.00663778,0.5,0.5,0.50663778,0.196099286,0.354906331,0.006382953,0.803900714,0.645093669,0.006382953,0.696099286,0.145093669,0.506382953,0.303900714,0.854906331,0.506382953
1785,0,0,0,0,0,0.5,0.394334461,0.605665539,0.25,0.605665539,0.394334461,0.75,0.690025777,0.309974223,0.25,0.309974223,0.690025777,0.75
1786,0.5,0,0.191073515,0,0.5,0.808926485,0,0.5,0.326147409,0.5,0,0.673852591,0,0,0,0.5,0.5,0
1787,0,0,0,0.5,0.5,0,0,0.5,0.380759913,0.5,0,0.619240087,0.5,0,0.264988864,0,0.5,0.735011136
1788,0,0.5,0.352973815,0.5,0,0.647026185,0,0,0,0.5,0.5,0,0.5,0,0.201569687,0,0.5,0.798430313
1789,0,0,0.5,0,0,0,0.666666667,0.333333333,0.208833297,0.333333333,0.666666667,0.208833297,0.666666667,0.333333333,0.791166703,0.333333333,0.666666667,0.791166703
1790,0.333333333,0.666666667,0.25,0.666666667,0.333333333,0.75,0.666666667,0.333333333,0.25,0.333333333,0.666666667,0.75,0,0,0,0,0,0.5
1791,0,0,0,0.5,0.5,0,0,0.5,0.342456473,0.5,0,0.657543527,0.5,0,0.214233323,0,0.5,0.785766677
1792,0.666610882,0.333389118,0,0.333389118,0.666610882,0,0.5,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0,0
1793,0.14522316,0.14522316,0,0.85477684,0.85477684,0,0,0,0,0.5,0.5,0,0.75,0.25,0.5,0.25,0.75,0.5
1794,0,0,0,0,0,0.5,0.333333333,0.666666667,0.25,0.666666667,0.333333333,0.75,0.666666667,0.333333333,0.25,0.333333333,0.666666667,0.75
1795,0.5,0.5,0.380061485,0,0,0.619938515,0,0.5,0.148142205,0.5,0,0.851857795,0.5,0,0.435339087,0,0.5,0.564660913
1796,0,0.5,0.084336768,0.5,0,0.915663232,0,0.5,0.360135396,0.5,0,0.639864604,0.5,0,0.322283878,0,0.5,0.677716122
1797,0.285749248,0.368153145,0,0.714250752,0.631846855,0,0.785749248,0.131846855,0.5,0.214250752,0.868153145,0.5,0,0,0,0.5,0.5,0.5
1798,0.5,0.5,0.5,0.75,0.75,0.75,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625
1799,0.249740002,0.25,0,0.750259998,0.75,0,0.249769737,0.75,0.367755633,0.750230263,0.25,0.632244367,0.74892183,0.25,0.273529872,0.25107817,0.75,0.726470128
1800,0,0.5,0.275732969,0.5,0,0.724267031,0,0,0,0.5,0.5,0,0.5,0,0.36656292,0,0.5,0.63343708
1801,0.333333333,0.666666667,0.25,0.666666667,0.333333333,0.75,0,0,0,0,0,0.5,0.666666667,0.333333333,0.25,0.333333333,0.666666667,0.75
1802,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625,0.5,0.5,0.5,0.75,0.75,0.75
1803,0,0,0,0.5,0.5,0,0.895072312,0.302933296,0.198005608,0.302933296,0.104927688,0.407860985,0.697066704,0.895072312,0.592139015,0.104927688,0.697066704,0.801994392
1804,0,0,0.5,0.216530979,0.216530979,0,0.783469021,0.783469021,0,0.683457763,0.316542237,0.5,0.316542237,0.683457763,0.5,0.5,0.5,0
1805,0.666666667,0.333333333,0.25,0.333333333,0.666666667,0.75,0,0,0,0,0,0.5,0.333333333,0.666666667,0.25,0.666666667,0.333333333,0.75
1806,0.25,0.25,0,0.75,0.75,0,0.844101861,0.344101861,0.188203722,0.344101861,0.155898139,0.5,0.655898139,0.844101861,0.5,0.155898139,0.655898139,0.811796278
1807,0.625,0.625,0.125,0.625,0.125,0.625,0.125,0.625,0.625,0.625,0.625,0.625,0,0,0,0.25,0.25,0.25
1808,0.5,0,0.19,0,0.5,0.81,0,0,0,0.5,0.5,0,0,0.5,0.33,0.5,0,0.67
1809,0.5,0,0.273424026,0,0.5,0.726575974,0,0,0,0.5,0.5,0,0,0.5,0.367681059,0.5,0,0.632318941
1810,0.25,0.25,0,0.75,0.75,0,0.841099188,0.341099188,0.182198376,0.341099188,0.158900812,0.5,0.658900812,0.841099188,0.5,0.158900812,0.658900812,0.817801624
1811,0.5,0.5,0.5,0.75,0.75,0.75,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625
1812,0.333333333,0.666666667,0.25,0.666666667,0.333333333,0.75,0.666666667,0.333333333,0.25,0.333333333,0.666666667,0.75,0,0,0,0,0,0.5
1813,0,0,0,0.5,0.5,0,0.5,0,0.363433834,0,0.5,0.636566166,0,0.5,0.210057774,0.5,0,0.789942226
1814,0.875106467,0.374964511,0.374964511,0.374964511,0.875106467,0.374964511,0.374964511,0.374964511,0.374964511,0.374964511,0.374964511,0.875106467,0,0,0,0.75,0.75,0.75
1815,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625,0.5,0.5,0.5,0.75,0.75,0.75
1816,0.5,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0,0,0.666666667,0.333333333,0,0.333333333,0.666666667,0
1817,0,0,0,0.666666667,0.333333333,0,0.333333333,0.666666667,0,0.5,0,0.5,0,0.5,0.5,0.5,0.5,0.5
1818,0.123107551,0.159697924,0.028344012,0.577175997,0.613420494,0.393567989,0.386579506,0.422824003,0.606432011,0.840302076,0.876892449,0.971655988,0.824496155,0.861662591,0.303760443,0.138337409,0.175503845,0.696239557
1819,0,0,0,0.5,0.5,0.5,0.891188861,0.891188861,0.326433418,0.891188861,0.326433418,0.891188861,0.326433418,0.891188861,0.891188861,0.891188861,0.891188861,0.891188861
1820,0.34577552,0,0,0.65422448,0,0,0,0.34577552,0.5,0,0.65422448,0.5,0,0.5,0,0.5,0,0.5
1821,0.5,0.5,0.5,0.5,0.5,0.205082968,0.5,0,0.5,0,0.5,0.5,0.5,0.5,0.794917032,0,0,0
1822,0.5,0.5,0.5,0.75,0.75,0.75,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625
1823,0,0.5,0.185610861,0.5,0,0.814389139,0.5,0,0.310670998,0,0.5,0.689329002,0,0,0,0.5,0.5,0
1824,0,0,0.172646798,0.5,0.5,0.827353202,0.5,0.5,0.454934036,0,0,0.545065964,0.5,0,0.410560929,0,0.5,0.589439071
1825,0.159370163,0.840629837,0.159370163,0.658743799,0.658743799,0.341256201,0.341256201,0.341256201,0.658743799,0.840629837,0.159370163,0.840629837,0.25,0.25,0.25,0.75,0.75,0.75
1826,0.5,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0,0,0.666682881,0.666682881,0.23298997,0.333317119,0.333317119,0.76701003
1827,0.385947991,0.385947991,0.385947991,0.614052009,0.614052009,0.614052009,0.198295766,0.198295766,0.198295766,0.801704234,0.801704234,0.801704234,0.118524032,0.118524032,0.118524032,0.881475968,0.881475968,0.881475968
1828,0.965665247,0.034334753,0.25,0.034334753,0.965665247,0.75,0.598487639,0.401512361,0.25,0.401512361,0.598487639,0.75,0.795236845,0.204763155,0.25,0.204763155,0.795236845,0.75
1829,0,0,0,0,0,0.5,0.333333333,0.666666667,0.25,0.666666667,0.333333333,0.75,0.666666667,0.333333333,0.25,0.333333333,0.666666667,0.75
1830,0.333333333,0.666666667,0.25,0.666666667,0.333333333,0.75,0,0,0,0,0,0.5,0.666666667,0.333333333,0.25,0.333333333,0.666666667,0.75
1831,0.333333333,0.666666667,0.25,0.666666667,0.333333333,0.75,0,0,0,0,0,0.5,0.666666667,0.333333333,0.25,0.333333333,0.666666667,0.75
1832,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625,0.5,0.5,0.5,0.75,0.75,0.75
1833,0.134416214,0.134416214,0,0.865583786,0.865583786,0,0.320796884,0.320796884,0,0.679203116,0.679203116,0,0.5,0,0.5,0,0.5,0.5
1834,0.132449853,0.132449853,0,0.867550147,0.867550147,0,0.316015036,0.316015036,0,0.683984964,0.683984964,0,0.5,0,0.5,0,0.5,0.5
1835,0,0,0,0.5,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0.666666667,0.333333333,0,0.333333333,0.666666667,0
1836,0.625,0.625,0.125,0.625,0.125,0.625,0.125,0.625,0.625,0.625,0.625,0.625,0,0,0,0.25,0.25,0.25
1837,0,0,0,0.5,0.5,0,0.5,0,0.359519935,0,0.5,0.640480065,0,0.5,0.283856493,0.5,0,0.716143507
1838,0,0,0,0.666666667,0.333333333,0.25,0,0,0.5,0.333333333,0.666666667,0.75,0.333333333,0.666666667,0.25,0.666666667,0.333333333,0.75
1839,0,0,0,0.333333333,0.666666667,0.25,0,0,0.5,0.666666667,0.333333333,0.75,0.666666667,0.333333333,0.25,0.333333333,0.666666667,0.75
1840,0.775173197,0.174630792,0,0.224826803,0.825369208,0,0.275173197,0.325369208,0.5,0.724826803,0.674630792,0.5,0.5,0.5,0,0,0,0.5
1841,0,0,0,0.5,0.5,0,0.5,0,0.353895435,0,0.5,0.646104565,0,0.5,0.217129099,0.5,0,0.782870901
1842,0.25,0.75,0.271952282,0.75,0.25,0.728047718,0.25,0.25,0.5,0.75,0.75,0.5,0.75,0.25,0.164935879,0.25,0.75,0.835064121
1843,0,0,0,0.666666667,0.333333333,0,0.333333333,0.666666667,0,0.5,0,0.5,0,0.5,0.5,0.5,0.5,0.5
1844,0,0,0,0.5,0.5,0,0,0.5,0.358628311,0.5,0,0.641371689,0.5,0,0.302182115,0,0.5,0.697817885
1845,0.25,0.25,0,0.75,0.75,0,0.83853689,0.33853689,0.17707378,0.33853689,0.16146311,0.5,0.66146311,0.83853689,0.5,0.16146311,0.66146311,0.82292622
1846,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625,0.5,0.5,0.5,0.75,0.75,0.75
1847,0.717186095,0.282813905,0.25,0.282813905,0.717186095,0.75,0.072208158,0.927791842,0.25,0.927791842,0.072208158,0.75,0.357066119,0.642933881,0.25,0.642933881,0.357066119,0.75
1848,0.666666667,0.333333333,0.25,0.333333333,0.666666667,0.75,0.333333333,0.666666667,0.107903537,0.333333333,0.666666667,0.392096463,0.666666667,0.333333333,0.607903537,0.666666667,0.333333333,0.892096463
1849,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625,0.5,0.5,0.5,0.75,0.75,0.75
1850,0.375,0.625,0.25,0.875,0.625,0.25,0.375,0.125,0.75,0.375,0.625,0.75,0,0,0,0.75,0.25,0.5
1851,0,0.5,0.36040653,0.5,0,0.63959347,0.5,0,0.156787686,0,0.5,0.843212314,0,0,0,0.5,0.5,0
1852,0.124476024,0.124476024,0.124476024,0.626571928,0.124476024,0.124476024,0.124476024,0.626571928,0.124476024,0.124476024,0.124476024,0.626571928,0.5,0.5,0.5,0.75,0.75,0.75
1853,0.5,0,0.360067951,0,0.5,0.639932049,0,0,0,0.5,0.5,0,0,0.5,0.160015219,0.5,0,0.839984781
1854,0.333333333,0.666666667,0.25,0.666666667,0.333333333,0.75,0.666666667,0.333333333,0.25,0.333333333,0.666666667,0.75,0,0,0,0,0,0.5
1855,0.666666667,0.333333333,0,0.333333333,0.666666667,0,0.5,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0,0
1856,0.142743053,0.142743053,0.029899766,0.599872142,0.599872142,0.400348377,0.400127858,0.400127858,0.599651623,0.857256947,0.857256947,0.970100234,0.843586612,0.843586612,0.302278801,0.156413388,0.156413388,0.697721199
1857,0.5,0.5,0,0,0,0.5,0.682966837,0.111206256,0,0.317033163,0.888793744,0,0.182966837,0.388793744,0.5,0.817033163,0.611206256,0.5
1858,0.666666667,0.333333333,0.25,0.333333333,0.666666667,0.75,0,0,0,0,0,0.5,0.333333333,0.666666667,0.25,0.666666667,0.333333333,0.75
1859,0.84236921,0.710832449,0.090839541,0.289167551,0.909160459,0.15763079,0.909160459,0.15763079,0.289167551,0.090839541,0.84236921,0.710832449,0.710832449,0.090839541,0.84236921,0.15763079,0.289167551,0.909160459
1860,0.163323378,0.163323378,0,0.913323378,0.413323378,0.5,0.99766733,0.99766733,0,0.74766733,0.24766733,0.5,0.579410254,0.579410254,0,0.329410254,0.829410254,0.5
1861,0.333333333,0.666666667,0.25,0.666666667,0.333333333,0.75,0.666666667,0.333333333,0.25,0.333333333,0.666666667,0.75,0,0,0,0,0,0.5
1862,0.333333333,0.666666667,0.25,0.666666667,0.333333333,0.75,0,0,0,0,0,0.5,0.666666667,0.333333333,0.25,0.333333333,0.666666667,0.75
1863,0.333333333,0.666666667,0.25,0.666666667,0.333333333,0.75,0,0,0,0,0,0.5,0.666666667,0.333333333,0.25,0.333333333,0.666666667,0.75
1864,0.355299548,0.355299548,0,0.644700452,0.644700452,0,0.5,0.5,0,0.75,0.25,0.5,0.25,0.75,0.5,0,0,0
1865,0.937194145,0.062805855,0.25,0.248559648,0.751440352,0.25,0.751440352,0.248559648,0.75,0.062805855,0.937194145,0.75,0.59932336,0.40067664,0.25,0.40067664,0.59932336,0.75
1866,0.25,0.25,0.25,0.875587138,0.875587138,0.373238587,0.875587138,0.373238587,0.875587138,0.373238587,0.875587138,0.875587138,0.875587138,0.875587138,0.875587138,0.5,0.5,0.5
1867,0.630786514,0.630786514,0,0.369213486,0,0.333333333,0,0.369213486,0.666666667,0,0.246651743,0.166666667,0.753348257,0.753348257,0.5,0.246651743,0,0.833333333
1868,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625,0.5,0.5,0.5,0.75,0.75,0.75
1869,0.179105329,0.360727776,0,0.820894671,0.639272224,0,0.679105329,0.139272224,0.5,0.320894671,0.860727776,0.5,0,0,0,0.5,0.5,0.5
1870,0.666666667,0.333333333,0,0.333333333,0.666666667,0,0,0,0,0.5,0,0.5,0,0.5,0.5,0.5,0.5,0.5
1871,0.375204317,0.375204317,0.375204317,0.874387049,0.375204317,0.375204317,0.375204317,0.874387049,0.375204317,0.75,0.75,0.75,0.375204317,0.375204317,0.874387049,0,0,0
1872,0.333333333,0.666666667,0.25,0.666666667,0.333333333,0.75,0,0,0,0.666666667,0.333333333,0.25,0,0,0.5,0.333333333,0.666666667,0.75
1873,0.5,0.5,0.5,0,0,0,0.86499976,0.86499976,0.405000721,0.86499976,0.405000721,0.86499976,0.405000721,0.86499976,0.86499976,0.86499976,0.86499976,0.86499976
1874,0.5,0.5,0,0,0,0.5,0.680761364,0.138444526,0,0.319238636,0.861555474,0,0.180761364,0.361555474,0.5,0.819238636,0.638444526,0.5
1875,0,0,0,0.666666667,0.333333333,0,0.333333333,0.666666667,0,0.5,0,0.5,0,0.5,0.5,0.5,0.5,0.5
1876,0.562,0.438,0.25,0.255600123,0.744399877,0.25,0.744399877,0.255600123,0.75,0.438,0.562,0.75,0.900799754,0.099200246,0.25,0.099200246,0.900799754,0.75
1877,0,0,0,0.5,0.5,0.5,0.196350012,0.35491125,0,0.803649988,0.64508875,0,0.696350012,0.14508875,0.5,0.303649988,0.85491125,0.5
1878,0.5,0.5,0.5,0.75,0.75,0.75,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625
1879,0,0,0.5,0.5,0.5,0.5,0.5,0,0.153714851,0,0.5,0.846285149,0,0.5,0.289914294,0.5,0,0.710085706
1880,0.902099733,0.097900267,0.25,0.097900267,0.902099733,0.75,0.559000187,0.440999813,0.25,0.250999813,0.749000187,0.25,0.749000187,0.250999813,0.75,0.440999813,0.559000187,0.75
1881,0.333333333,0.666666667,0.25,0.666666667,0.333333333,0.75,0,0,0,0.666666667,0.333333333,0.25,0,0,0.5,0.333333333,0.666666667,0.75
1882,0,0,0.5,0.5,0.5,0.5,0,0,0,0.5,0.5,0,0.5,0,0.210026357,0,0.5,0.789973643
1883,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625,0.5,0.5,0.5,0.75,0.75,0.75
1884,0,0,0,0,0,0.5,0.333333333,0.666666667,0.25,0.666666667,0.333333333,0.75,0.666666667,0.333333333,0.25,0.333333333,0.666666667,0.75
1885,0,0,0,0.666666667,0.333333333,0,0.333333333,0.666666667,0,0.5,0,0.5,0,0.5,0.5,0.5,0.5,0.5
1886,0.5,0.5,0.5,0.75,0.75,0.75,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625
